ID,Gene Name,Species
ENSG00000169994,myosin VIIB(MYO7B),Homo sapiens
ENSG00000091536,myosin XVA(MYO15A),Homo sapiens
ENSG00000196091,myosin binding protein C1(MYBPC1),Homo sapiens
ENSG00000086967,myosin binding protein C2(MYBPC2),Homo sapiens
ENSG00000134571,myosin binding protein C3(MYBPC3),Homo sapiens
ENSG00000133055,myosin binding protein H(MYBPH),Homo sapiens
ENSG00000109061,myosin heavy chain 1(MYH1),Homo sapiens
ENSG00000133392,myosin heavy chain 11(MYH11),Homo sapiens
ENSG00000006788,myosin heavy chain 13(MYH13),Homo sapiens
ENSG00000105357,myosin heavy chain 14(MYH14),Homo sapiens
ENSG00000125414,myosin heavy chain 2(MYH2),Homo sapiens
ENSG00000109063,myosin heavy chain 3(MYH3),Homo sapiens
ENSG00000264424,myosin heavy chain 4(MYH4),Homo sapiens
ENSG00000197616,myosin heavy chain 6(MYH6),Homo sapiens
ENSG00000092054,myosin heavy chain 7(MYH7),Homo sapiens
ENSG00000133020,myosin heavy chain 8(MYH8),Homo sapiens
ENSG00000168530,myosin light chain 1(MYL1),Homo sapiens
ENSG00000180209,myosin light chain 11(MYL11),Homo sapiens
ENSG00000111245,myosin light chain 2(MYL2),Homo sapiens
ENSG00000160808,myosin light chain 3(MYL3),Homo sapiens
ENSG00000198336,myosin light chain 4(MYL4),Homo sapiens
ENSG00000215375,myosin light chain 5(MYL5),Homo sapiens
ENSG00000092841,myosin light chain 6(MYL6),Homo sapiens
ENSG00000196465,myosin light chain 6B(MYL6B),Homo sapiens
ENSG00000106631,myosin light chain 7(MYL7),Homo sapiens
ENSG00000101335,myosin light chain 9(MYL9),Homo sapiens
ENSG00000101306,myosin light chain kinase 2(MYLK2),Homo sapiens
ENSG00000140795,myosin light chain kinase 3(MYLK3),Homo sapiens
ENSG00000065534,myosin light chain kinase(MYLK),Homo sapiens
ENSG00000138379,myostatin(MSTN),Homo sapiens
ENSG00000120729,myotilin(MYOT),Homo sapiens
ENSG00000105887,myotrophin(MTPN),Homo sapiens
ENSG00000087053,myotubularin related protein 2(MTMR2),Homo sapiens
ENSG00000177791,myozenin 1(MYOZ1),Homo sapiens
ENSG00000172399,myozenin 2(MYOZ2),Homo sapiens
ENSG00000078618,nardilysin convertase(NRDC),Homo sapiens
ENSG00000175206,natriuretic peptide A(NPPA),Homo sapiens
ENSG00000120937,natriuretic peptide B(NPPB),Homo sapiens
ENSG00000163273,natriuretic peptide C(NPPC),Homo sapiens
ENSG00000169418,natriuretic peptide receptor 1(NPR1),Homo sapiens
ENSG00000159899,natriuretic peptide receptor 2(NPR2),Homo sapiens
ENSG00000113389,natriuretic peptide receptor 3(NPR3),Homo sapiens
ENSG00000182636,"necdin, MAGE family member(NDN)",Homo sapiens
ENSG00000144061,nephrocystin 1(NPHP1),Homo sapiens
ENSG00000168743,nephronectin(NPNT),Homo sapiens
ENSG00000134259,nerve growth factor(NGF),Homo sapiens
ENSG00000154654,neural cell adhesion molecule 2(NCAM2),Homo sapiens
ENSG00000111859,"neural precursor cell expressed, developmentally down-regulated 9(NEDD9)",Homo sapiens
ENSG00000129535,neural retina leucine zipper(NRL),Homo sapiens
ENSG00000179915,neurexin 1(NRXN1),Homo sapiens
ENSG00000110076,neurexin 2(NRXN2),Homo sapiens
ENSG00000021645,neurexin 3(NRXN3),Homo sapiens
ENSG00000104490,neurocalcin delta(NCALD),Homo sapiens
ENSG00000163531,neurofascin(NFASC),Homo sapiens
ENSG00000196712,neurofibromin 1(NF1),Homo sapiens
ENSG00000181965,neurogenin 1(NEUROG1),Homo sapiens
ENSG00000154146,neurogranin(NRGN),Homo sapiens
ENSG00000169760,neuroligin 1(NLGN1),Homo sapiens
ENSG00000169992,neuroligin 2(NLGN2),Homo sapiens
ENSG00000196338,neuroligin 3(NLGN3),Homo sapiens
ENSG00000146938,neuroligin 4 X-linked(NLGN4X),Homo sapiens
ENSG00000165246,neuroligin 4 Y-linked(NLGN4Y),Homo sapiens
ENSG00000171596,neuromedin U receptor 1(NMUR1),Homo sapiens
ENSG00000132911,neuromedin U receptor 2(NMUR2),Homo sapiens
ENSG00000109255,neuromedin U(NMU),Homo sapiens
ENSG00000166833,neuron navigator 2(NAV2),Homo sapiens
ENSG00000130751,neuronal PAS domain protein 1(NPAS1),Homo sapiens
ENSG00000174576,neuronal PAS domain protein 4(NPAS4),Homo sapiens
ENSG00000091129,neuronal cell adhesion molecule(NRCAM),Homo sapiens
ENSG00000162992,neuronal differentiation 1(NEUROD1),Homo sapiens
ENSG00000171532,neuronal differentiation 2(NEUROD2),Homo sapiens
ENSG00000106236,neuronal pentraxin 2(NPTX2),Homo sapiens
ENSG00000187258,neuropeptide S receptor 1(NPSR1),Homo sapiens
ENSG00000214285,neuropeptide S(NPS),Homo sapiens
ENSG00000105954,neuropeptide VF precursor(NPVF),Homo sapiens
ENSG00000164128,neuropeptide Y receptor Y1(NPY1R),Homo sapiens
ENSG00000122585,neuropeptide Y(NPY),Homo sapiens
ENSG00000166342,neuropilin and tolloid like 1(NETO1),Homo sapiens
ENSG00000156642,neuroplastin(NPTN),Homo sapiens
ENSG00000101188,neurotensin receptor 1(NTSR1),Homo sapiens
ENSG00000169006,neurotensin receptor 2(NTSR2),Homo sapiens
ENSG00000133636,neurotensin(NTS),Homo sapiens
ENSG00000198400,neurotrophic receptor tyrosine kinase 1(NTRK1),Homo sapiens
ENSG00000148053,neurotrophic receptor tyrosine kinase 2(NTRK2),Homo sapiens
ENSG00000185652,neurotrophin 3(NTF3),Homo sapiens
ENSG00000225950,neurotrophin 4(NTF4),Homo sapiens
ENSG00000136830,niban apoptosis regulator 2(NIBAN2),Homo sapiens
ENSG00000104320,nibrin(NBN),Homo sapiens
ENSG00000162736,nicastrin(NCSTN),Homo sapiens
ENSG00000184117,nipsnap homolog 1(NIPSNAP1),Homo sapiens
ENSG00000198929,nitric oxide synthase 1 adaptor protein(NOS1AP),Homo sapiens
ENSG00000089250,nitric oxide synthase 1(NOS1),Homo sapiens
ENSG00000007171,nitric oxide synthase 2(NOS2),Homo sapiens
ENSG00000164867,nitric oxide synthase 3(NOS3),Homo sapiens
ENSG00000183691,noggin(NOG),Homo sapiens
ENSG00000184454,non-compact myelin associated protein(NCMAP),Homo sapiens
ENSG00000124479,norrin cystine knot growth factor NDP(NDP),Homo sapiens
ENSG00000148400,notch receptor 1(NOTCH1),Homo sapiens
ENSG00000131196,nuclear factor of activated T cells 1(NFATC1),Homo sapiens
ENSG00000100968,nuclear factor of activated T cells 4(NFATC4),Homo sapiens
ENSG00000102908,nuclear factor of activated T cells 5(NFAT5),Homo sapiens
ENSG00000131408,nuclear receptor subfamily 1 group H member 2(NR1H2),Homo sapiens
ENSG00000025434,nuclear receptor subfamily 1 group H member 3(NR1H3),Homo sapiens
ENSG00000112333,nuclear receptor subfamily 2 group E member 1(NR2E1),Homo sapiens
ENSG00000185551,nuclear receptor subfamily 2 group F member 2(NR2F2),Homo sapiens
ENSG00000160113,nuclear receptor subfamily 2 group F member 6(NR2F6),Homo sapiens
ENSG00000123358,nuclear receptor subfamily 4 group A member 1(NR4A1),Homo sapiens
ENSG00000119508,nuclear receptor subfamily 4 group A member 3(NR4A3),Homo sapiens
ENSG00000140939,nucleolar protein 3(NOL3),Homo sapiens
ENSG00000113569,nucleoporin 155(NUP155),Homo sapiens
ENSG00000130045,nucleoredoxin like 2(NXNL2),Homo sapiens
ENSG00000167207,nucleotide binding oligomerization domain containing 2(NOD2),Homo sapiens
ENSG00000188937,nyctalopin(NYX),Homo sapiens
ENSG00000122136,odorant binding protein 2A(OBP2A),Homo sapiens
ENSG00000171102,odorant binding protein 2B(OBP2B),Homo sapiens
ENSG00000254550,olfactory marker protein(OMP),Homo sapiens
ENSG00000172146,olfactory receptor family 1 subfamily A member 1(OR1A1),Homo sapiens
ENSG00000172150,olfactory receptor family 1 subfamily A member 2(OR1A2),Homo sapiens
ENSG00000221888,olfactory receptor family 1 subfamily C member 1(OR1C1),Homo sapiens
ENSG00000184166,olfactory receptor family 1 subfamily D member 2(OR1D2),Homo sapiens
ENSG00000255095,olfactory receptor family 1 subfamily D member 4(OR1D4),Homo sapiens
ENSG00000262628,olfactory receptor family 1 subfamily D member 5(OR1D5),Homo sapiens
ENSG00000180016,olfactory receptor family 1 subfamily E member 1(OR1E1),Homo sapiens
ENSG00000127780,olfactory receptor family 1 subfamily E member 2(OR1E2),Homo sapiens
ENSG00000142163,olfactory receptor family 1 subfamily E member 3 (gene/pseudogene)(OR1E3),Homo sapiens
ENSG00000168124,olfactory receptor family 1 subfamily F member 1(OR1F1),Homo sapiens
ENSG00000203581,olfactory receptor family 1 subfamily F member 2 pseudogene(OR1F2P),Homo sapiens
ENSG00000183024,olfactory receptor family 1 subfamily G member 1(OR1G1),Homo sapiens
ENSG00000094661,olfactory receptor family 1 subfamily I member 1(OR1I1),Homo sapiens
ENSG00000136834,olfactory receptor family 1 subfamily J member 1(OR1J1),Homo sapiens
ENSG00000197233,olfactory receptor family 1 subfamily J member 2(OR1J2),Homo sapiens
ENSG00000239590,olfactory receptor family 1 subfamily J member 4(OR1J4),Homo sapiens
ENSG00000165204,olfactory receptor family 1 subfamily K member 1(OR1K1),Homo sapiens
ENSG00000173679,olfactory receptor family 1 subfamily L member 1(OR1L1),Homo sapiens
ENSG00000171481,olfactory receptor family 1 subfamily L member 3(OR1L3),Homo sapiens
ENSG00000136939,olfactory receptor family 1 subfamily L member 4(OR1L4),Homo sapiens
ENSG00000171459,olfactory receptor family 1 subfamily L member 6(OR1L6),Homo sapiens
ENSG00000171496,olfactory receptor family 1 subfamily L member 8(OR1L8),Homo sapiens
ENSG00000170929,olfactory receptor family 1 subfamily M member 1(OR1M1),Homo sapiens
ENSG00000171505,olfactory receptor family 1 subfamily N member 1(OR1N1),Homo sapiens
ENSG00000171501,olfactory receptor family 1 subfamily N member 2(OR1N2),Homo sapiens
ENSG00000262085,olfactory receptor family 1 subfamily P member 1 (gene/pseudogene)(OR1P1),Homo sapiens
ENSG00000165202,olfactory receptor family 1 subfamily Q member 1(OR1Q1),Homo sapiens
ENSG00000180042,olfactory receptor family 1 subfamily R member 1 pseudogene(OR1R1P),Homo sapiens
ENSG00000197887,olfactory receptor family 1 subfamily S member 2(OR1S2),Homo sapiens
ENSG00000170790,olfactory receptor family 10 subfamily A member 2(OR10A2),Homo sapiens
ENSG00000170683,olfactory receptor family 10 subfamily A member 3(OR10A3),Homo sapiens
ENSG00000170782,olfactory receptor family 10 subfamily A member 4(OR10A4),Homo sapiens
ENSG00000166363,olfactory receptor family 10 subfamily A member 5(OR10A5),Homo sapiens
ENSG00000179919,olfactory receptor family 10 subfamily A member 7(OR10A7),Homo sapiens
ENSG00000172640,olfactory receptor family 10 subfamily AD member 1(OR10AD1),Homo sapiens
ENSG00000174970,olfactory receptor family 10 subfamily AG member 1(OR10AG1),Homo sapiens
ENSG00000197309,olfactory receptor family 10 subfamily D member 3(OR10D3),Homo sapiens
ENSG00000255582,olfactory receptor family 10 subfamily G member 2(OR10G2),Homo sapiens
ENSG00000169208,olfactory receptor family 10 subfamily G member 3(OR10G3),Homo sapiens
ENSG00000254737,olfactory receptor family 10 subfamily G member 4(OR10G4),Homo sapiens
ENSG00000198674,olfactory receptor family 10 subfamily G member 6(OR10G6),Homo sapiens
ENSG00000182634,olfactory receptor family 10 subfamily G member 7(OR10G7),Homo sapiens
ENSG00000234560,olfactory receptor family 10 subfamily G member 8(OR10G8),Homo sapiens
ENSG00000236981,olfactory receptor family 10 subfamily G member 9(OR10G9),Homo sapiens
ENSG00000186723,olfactory receptor family 10 subfamily H member 1(OR10H1),Homo sapiens
ENSG00000171942,olfactory receptor family 10 subfamily H member 2(OR10H2),Homo sapiens
ENSG00000171936,olfactory receptor family 10 subfamily H member 3(OR10H3),Homo sapiens
ENSG00000176231,olfactory receptor family 10 subfamily H member 4(OR10H4),Homo sapiens
ENSG00000172519,olfactory receptor family 10 subfamily H member 5(OR10H5),Homo sapiens
ENSG00000196184,olfactory receptor family 10 subfamily J member 1(OR10J1),Homo sapiens
ENSG00000196266,olfactory receptor family 10 subfamily J member 3(OR10J3),Homo sapiens
ENSG00000249730,olfactory receptor family 10 subfamily J member 4 (gene/pseudogene)(OR10J4),Homo sapiens
ENSG00000184155,olfactory receptor family 10 subfamily J member 5(OR10J5),Homo sapiens
ENSG00000158731,olfactory receptor family 10 subfamily J member 6 pseudogene(OR10J6P),Homo sapiens
ENSG00000173285,olfactory receptor family 10 subfamily K member 1(OR10K1),Homo sapiens
ENSG00000180708,olfactory receptor family 10 subfamily K member 2(OR10K2),Homo sapiens
ENSG00000175398,olfactory receptor family 10 subfamily P member 1(OR10P1),Homo sapiens
ENSG00000180475,olfactory receptor family 10 subfamily Q member 1(OR10Q1),Homo sapiens
ENSG00000198965,olfactory receptor family 10 subfamily R member 2(OR10R2),Homo sapiens
ENSG00000196248,olfactory receptor family 10 subfamily S member 1(OR10S1),Homo sapiens
ENSG00000186306,olfactory receptor family 10 subfamily T member 2(OR10T2),Homo sapiens
ENSG00000172289,olfactory receptor family 10 subfamily V member 1(OR10V1),Homo sapiens
ENSG00000172772,olfactory receptor family 10 subfamily W member 1(OR10W1),Homo sapiens
ENSG00000198967,olfactory receptor family 10 subfamily Z member 1(OR10Z1),Homo sapiens
ENSG00000196832,olfactory receptor family 11 subfamily G member 2(OR11G2),Homo sapiens
ENSG00000130538,olfactory receptor family 11 subfamily H member 1(OR11H1),Homo sapiens
ENSG00000257115,olfactory receptor family 11 subfamily H member 12(OR11H12),Homo sapiens
ENSG00000258453,olfactory receptor family 11 subfamily H member 2(OR11H2),Homo sapiens
ENSG00000176198,olfactory receptor family 11 subfamily H member 4(OR11H4),Homo sapiens
ENSG00000176219,olfactory receptor family 11 subfamily H member 6(OR11H6),Homo sapiens
ENSG00000197591,olfactory receptor family 11 subfamily L member 1(OR11L1),Homo sapiens
ENSG00000256574,olfactory receptor family 13 subfamily A member 1(OR13A1),Homo sapiens
ENSG00000204246,olfactory receptor family 13 subfamily C member 3(OR13C3),Homo sapiens
ENSG00000148136,olfactory receptor family 13 subfamily C member 4(OR13C4),Homo sapiens
ENSG00000179443,olfactory receptor family 13 subfamily C member 6 pseudogene(OR13C6P),Homo sapiens
ENSG00000243641,olfactory receptor family 13 subfamily C member 7 (gene/pseudogene)(OR13C7),Homo sapiens
ENSG00000186943,olfactory receptor family 13 subfamily C member 8(OR13C8),Homo sapiens
ENSG00000136839,olfactory receptor family 13 subfamily C member 9(OR13C9),Homo sapiens
ENSG00000179055,olfactory receptor family 13 subfamily D member 1(OR13D1),Homo sapiens
ENSG00000186881,olfactory receptor family 13 subfamily F member 1(OR13F1),Homo sapiens
ENSG00000197437,olfactory receptor family 13 subfamily G member 1(OR13G1),Homo sapiens
ENSG00000171054,olfactory receptor family 13 subfamily H member 1(OR13H1),Homo sapiens
ENSG00000168828,olfactory receptor family 13 subfamily J member 1(OR13J1),Homo sapiens
ENSG00000196772,olfactory receptor family 14 subfamily A member 16(OR14A16),Homo sapiens
ENSG00000241128,olfactory receptor family 14 subfamily A member 2(OR14A2),Homo sapiens
ENSG00000177174,olfactory receptor family 14 subfamily C member 36(OR14C36),Homo sapiens
ENSG00000189181,olfactory receptor family 14 subfamily I member 1(OR14I1),Homo sapiens
ENSG00000153230,olfactory receptor family 14 subfamily K member 1(OR14K1),Homo sapiens
ENSG00000198452,olfactory receptor family 14 subfamily L member 1(OR14L1),Homo sapiens
ENSG00000221970,olfactory receptor family 2 subfamily A member 1(OR2A1),Homo sapiens
ENSG00000221858,olfactory receptor family 2 subfamily A member 12(OR2A12),Homo sapiens
ENSG00000221938,olfactory receptor family 2 subfamily A member 14(OR2A14),Homo sapiens
ENSG00000221989,olfactory receptor family 2 subfamily A member 2(OR2A2),Homo sapiens
ENSG00000221933,olfactory receptor family 2 subfamily A member 25(OR2A25),Homo sapiens
ENSG00000180658,olfactory receptor family 2 subfamily A member 4(OR2A4),Homo sapiens
ENSG00000212807,olfactory receptor family 2 subfamily A member 42(OR2A42),Homo sapiens
ENSG00000221836,olfactory receptor family 2 subfamily A member 5(OR2A5),Homo sapiens
ENSG00000243896,olfactory receptor family 2 subfamily A member 7(OR2A7),Homo sapiens
ENSG00000244623,olfactory receptor family 2 subfamily AE member 1(OR2AE1),Homo sapiens
ENSG00000188124,olfactory receptor family 2 subfamily AG member 2(OR2AG2),Homo sapiens
ENSG00000177275,olfactory receptor family 2 subfamily AJ member 1(OR2AJ1),Homo sapiens
ENSG00000187080,olfactory receptor family 2 subfamily AK member 2(OR2AK2),Homo sapiens
ENSG00000179615,olfactory receptor family 2 subfamily AP member 1(OR2AP1),Homo sapiens
ENSG00000171561,olfactory receptor family 2 subfamily AT member 4(OR2AT4),Homo sapiens
ENSG00000177535,olfactory receptor family 2 subfamily B member 11(OR2B11),Homo sapiens
ENSG00000168158,olfactory receptor family 2 subfamily C member 1(OR2C1),Homo sapiens
ENSG00000196242,olfactory receptor family 2 subfamily C member 3(OR2C3),Homo sapiens
ENSG00000166368,olfactory receptor family 2 subfamily D member 2(OR2D2),Homo sapiens
ENSG00000178358,olfactory receptor family 2 subfamily D member 3(OR2D3),Homo sapiens
ENSG00000213215,olfactory receptor family 2 subfamily F member 1(OR2F1),Homo sapiens
ENSG00000221910,olfactory receptor family 2 subfamily F member 2(OR2F2),Homo sapiens
ENSG00000177489,olfactory receptor family 2 subfamily G member 2(OR2G2),Homo sapiens
ENSG00000177476,olfactory receptor family 2 subfamily G member 3(OR2G3),Homo sapiens
ENSG00000188558,olfactory receptor family 2 subfamily G member 6(OR2G6),Homo sapiens
ENSG00000171133,olfactory receptor family 2 subfamily K member 2(OR2K2),Homo sapiens
ENSG00000196071,olfactory receptor family 2 subfamily L member 13(OR2L13),Homo sapiens
ENSG00000203663,olfactory receptor family 2 subfamily L member 2(OR2L2),Homo sapiens
ENSG00000198128,olfactory receptor family 2 subfamily L member 3(OR2L3),Homo sapiens
ENSG00000197454,olfactory receptor family 2 subfamily L member 5(OR2L5),Homo sapiens
ENSG00000198601,olfactory receptor family 2 subfamily M member 2(OR2M2),Homo sapiens
ENSG00000228198,olfactory receptor family 2 subfamily M member 3(OR2M3),Homo sapiens
ENSG00000171180,olfactory receptor family 2 subfamily M member 4(OR2M4),Homo sapiens
ENSG00000162727,olfactory receptor family 2 subfamily M member 5(OR2M5),Homo sapiens
ENSG00000177186,olfactory receptor family 2 subfamily M member 7(OR2M7),Homo sapiens
ENSG00000175143,olfactory receptor family 2 subfamily T member 1(OR2T1),Homo sapiens
ENSG00000184022,olfactory receptor family 2 subfamily T member 10(OR2T10),Homo sapiens
ENSG00000177201,olfactory receptor family 2 subfamily T member 12(OR2T12),Homo sapiens
ENSG00000196240,olfactory receptor family 2 subfamily T member 2(OR2T2),Homo sapiens
ENSG00000187701,olfactory receptor family 2 subfamily T member 27(OR2T27),Homo sapiens
ENSG00000182783,olfactory receptor family 2 subfamily T member 29(OR2T29),Homo sapiens
ENSG00000196539,olfactory receptor family 2 subfamily T member 3(OR2T3),Homo sapiens
ENSG00000177212,olfactory receptor family 2 subfamily T member 33(OR2T33),Homo sapiens
ENSG00000183310,olfactory receptor family 2 subfamily T member 34(OR2T34),Homo sapiens
ENSG00000177151,olfactory receptor family 2 subfamily T member 35(OR2T35),Homo sapiens
ENSG00000196944,olfactory receptor family 2 subfamily T member 4(OR2T4),Homo sapiens
ENSG00000203661,olfactory receptor family 2 subfamily T member 5(OR2T5),Homo sapiens
ENSG00000198104,olfactory receptor family 2 subfamily T member 6(OR2T6),Homo sapiens
ENSG00000227152,olfactory receptor family 2 subfamily T member 7(OR2T7),Homo sapiens
ENSG00000177462,olfactory receptor family 2 subfamily T member 8(OR2T8),Homo sapiens
ENSG00000185372,olfactory receptor family 2 subfamily V member 1(OR2V1),Homo sapiens
ENSG00000182613,olfactory receptor family 2 subfamily V member 2(OR2V2),Homo sapiens
ENSG00000238243,olfactory receptor family 2 subfamily W member 3(OR2W3),Homo sapiens
ENSG00000174339,olfactory receptor family 2 subfamily Y member 1(OR2Y1),Homo sapiens
ENSG00000181733,olfactory receptor family 2 subfamily Z member 1(OR2Z1),Homo sapiens
ENSG00000180090,olfactory receptor family 3 subfamily A member 1(OR3A1),Homo sapiens
ENSG00000221882,olfactory receptor family 3 subfamily A member 2(OR3A2),Homo sapiens
ENSG00000159961,olfactory receptor family 3 subfamily A member 3(OR3A3),Homo sapiens
ENSG00000181958,olfactory receptor family 4 subfamily A member 15(OR4A15),Homo sapiens
ENSG00000181961,olfactory receptor family 4 subfamily A member 16(OR4A16),Homo sapiens
ENSG00000254769,olfactory receptor family 4 subfamily A member 4 pseudogene(OR4A4P),Homo sapiens
ENSG00000237388,olfactory receptor family 4 subfamily A member 47(OR4A47),Homo sapiens
ENSG00000221840,olfactory receptor family 4 subfamily A member 5(OR4A5),Homo sapiens
ENSG00000225997,olfactory receptor family 4 subfamily A member 8 (gene/pseudogene)(OR4A8),Homo sapiens
ENSG00000175619,olfactory receptor family 4 subfamily B member 1(OR4B1),Homo sapiens
ENSG00000172188,olfactory receptor family 4 subfamily C member 11(OR4C11),Homo sapiens
ENSG00000221954,olfactory receptor family 4 subfamily C member 12(OR4C12),Homo sapiens
ENSG00000258817,olfactory receptor family 4 subfamily C member 13(OR4C13),Homo sapiens
ENSG00000181939,olfactory receptor family 4 subfamily C member 15(OR4C15),Homo sapiens
ENSG00000176547,olfactory receptor family 4 subfamily C member 3(OR4C3),Homo sapiens
ENSG00000185926,olfactory receptor family 4 subfamily C member 46(OR4C46),Homo sapiens
ENSG00000176540,olfactory receptor family 4 subfamily C member 5(OR4C5),Homo sapiens
ENSG00000181903,olfactory receptor family 4 subfamily C member 6(OR4C6),Homo sapiens
ENSG00000141194,olfactory receptor family 4 subfamily D member 1(OR4D1),Homo sapiens
ENSG00000254466,olfactory receptor family 4 subfamily D member 10(OR4D10),Homo sapiens
ENSG00000176200,olfactory receptor family 4 subfamily D member 11(OR4D11),Homo sapiens
ENSG00000255713,olfactory receptor family 4 subfamily D member 2(OR4D2),Homo sapiens
ENSG00000171014,olfactory receptor family 4 subfamily D member 5(OR4D5),Homo sapiens
ENSG00000166884,olfactory receptor family 4 subfamily D member 6(OR4D6),Homo sapiens
ENSG00000172742,olfactory receptor family 4 subfamily D member 9(OR4D9),Homo sapiens
ENSG00000221977,olfactory receptor family 4 subfamily E member 2(OR4E2),Homo sapiens
ENSG00000182854,olfactory receptor family 4 subfamily F member 15(OR4F15),Homo sapiens
ENSG00000176695,olfactory receptor family 4 subfamily F member 17(OR4F17),Homo sapiens
ENSG00000176269,olfactory receptor family 4 subfamily F member 21(OR4F21),Homo sapiens
ENSG00000230178,olfactory receptor family 4 subfamily F member 3(OR4F3),Homo sapiens
ENSG00000177693,olfactory receptor family 4 subfamily F member 4(OR4F4),Homo sapiens
ENSG00000186092,olfactory receptor family 4 subfamily F member 5(OR4F5),Homo sapiens
ENSG00000184140,olfactory receptor family 4 subfamily F member 6(OR4F6),Homo sapiens
ENSG00000155249,olfactory receptor family 4 subfamily K member 1(OR4K1),Homo sapiens
ENSG00000176253,olfactory receptor family 4 subfamily K member 13(OR4K13),Homo sapiens
ENSG00000169484,olfactory receptor family 4 subfamily K member 14(OR4K14),Homo sapiens
ENSG00000169488,olfactory receptor family 4 subfamily K member 15(OR4K15),Homo sapiens
ENSG00000176230,olfactory receptor family 4 subfamily K member 17(OR4K17),Homo sapiens
ENSG00000165762,olfactory receptor family 4 subfamily K member 2(OR4K2),Homo sapiens
ENSG00000176290,olfactory receptor family 4 subfamily K member 3 (gene/pseudogene)(OR4K3),Homo sapiens
ENSG00000176281,olfactory receptor family 4 subfamily K member 5(OR4K5),Homo sapiens
ENSG00000176246,olfactory receptor family 4 subfamily L member 1(OR4L1),Homo sapiens
ENSG00000176299,olfactory receptor family 4 subfamily M member 1(OR4M1),Homo sapiens
ENSG00000182974,olfactory receptor family 4 subfamily M member 2B(OR4M2B),Homo sapiens
ENSG00000176294,olfactory receptor family 4 subfamily N member 2(OR4N2),Homo sapiens
ENSG00000183706,olfactory receptor family 4 subfamily N member 4(OR4N4),Homo sapiens
ENSG00000184394,olfactory receptor family 4 subfamily N member 5(OR4N5),Homo sapiens
ENSG00000181927,olfactory receptor family 4 subfamily P member 4(OR4P4),Homo sapiens
ENSG00000182652,olfactory receptor family 4 subfamily Q member 3(OR4Q3),Homo sapiens
ENSG00000176555,olfactory receptor family 4 subfamily S member 1(OR4S1),Homo sapiens
ENSG00000174982,olfactory receptor family 4 subfamily S member 2(OR4S2),Homo sapiens
ENSG00000176567,olfactory receptor family 4 subfamily X member 1(OR4X1),Homo sapiens
ENSG00000172208,olfactory receptor family 4 subfamily X member 2(OR4X2),Homo sapiens
ENSG00000172320,olfactory receptor family 5 subfamily A member 1(OR5A1),Homo sapiens
ENSG00000172324,olfactory receptor family 5 subfamily A member 2(OR5A2),Homo sapiens
ENSG00000213439,olfactory receptor family 5 subfamily AC member 1 (gene/pseudogene)(OR5AC1),Homo sapiens
ENSG00000196578,olfactory receptor family 5 subfamily AC member 2(OR5AC2),Homo sapiens
ENSG00000181273,olfactory receptor family 5 subfamily AK member 2(OR5AK2),Homo sapiens
ENSG00000181282,olfactory receptor family 5 subfamily AK member 3 pseudogene(OR5AK3P),Homo sapiens
ENSG00000176495,olfactory receptor family 5 subfamily AN member 1(OR5AN1),Homo sapiens
ENSG00000172464,olfactory receptor family 5 subfamily AP member 2(OR5AP2),Homo sapiens
ENSG00000172459,olfactory receptor family 5 subfamily AR member 1(OR5AR1),Homo sapiens
ENSG00000181785,olfactory receptor family 5 subfamily AS member 1(OR5AS1),Homo sapiens
ENSG00000169327,olfactory receptor family 5 subfamily AU member 1(OR5AU1),Homo sapiens
ENSG00000172362,olfactory receptor family 5 subfamily B member 12(OR5B12),Homo sapiens
ENSG00000197786,olfactory receptor family 5 subfamily B member 17(OR5B17),Homo sapiens
ENSG00000172365,olfactory receptor family 5 subfamily B member 2(OR5B2),Homo sapiens
ENSG00000198283,olfactory receptor family 5 subfamily B member 21(OR5B21),Homo sapiens
ENSG00000172769,olfactory receptor family 5 subfamily B member 3(OR5B3),Homo sapiens
ENSG00000148215,olfactory receptor family 5 subfamily C member 1(OR5C1),Homo sapiens
ENSG00000186113,olfactory receptor family 5 subfamily D member 14(OR5D14),Homo sapiens
ENSG00000205029,olfactory receptor family 5 subfamily D member 16(OR5D16),Homo sapiens
ENSG00000186119,olfactory receptor family 5 subfamily D member 18(OR5D18),Homo sapiens
ENSG00000186886,olfactory receptor family 5 subfamily D member 3 pseudogene(OR5D3P),Homo sapiens
ENSG00000149133,olfactory receptor family 5 subfamily F member 1(OR5F1),Homo sapiens
ENSG00000241356,olfactory receptor family 5 subfamily G member 3 (gene/pseudogene)(OR5G3),Homo sapiens
ENSG00000231192,olfactory receptor family 5 subfamily H member 1(OR5H1),Homo sapiens
ENSG00000236032,olfactory receptor family 5 subfamily H member 14(OR5H14),Homo sapiens
ENSG00000233412,olfactory receptor family 5 subfamily H member 15(OR5H15),Homo sapiens
ENSG00000197938,olfactory receptor family 5 subfamily H member 2(OR5H2),Homo sapiens
ENSG00000230301,olfactory receptor family 5 subfamily H member 6(OR5H6),Homo sapiens
ENSG00000167825,olfactory receptor family 5 subfamily I member 1(OR5I1),Homo sapiens
ENSG00000174957,olfactory receptor family 5 subfamily J member 2(OR5J2),Homo sapiens
ENSG00000232382,olfactory receptor family 5 subfamily K member 1(OR5K1),Homo sapiens
ENSG00000231861,olfactory receptor family 5 subfamily K member 2(OR5K2),Homo sapiens
ENSG00000206536,olfactory receptor family 5 subfamily K member 3(OR5K3),Homo sapiens
